PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,4hQc4d5s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,3hJcThAs,-100|100,sun.kaishi.1,DeepStack 
k,cr200f,,,4d8cKd9cQdTcQh,-100|100,sun.kaishi.2,DeepStack 
r300c,cr900f,,,7dAhQsJd2h8dQh,-300|300,DeepStack,sun.kaishi.1 
f,,,,Td4d6c5d,50|-50,DeepStack,sun.kaishi.2 
cr300f,,,,9c9sTs2d,100|-100,sun.kaishi.1,DeepStack 
k,k,k,k,2d9d7h5dJhQcAdTs7d,-100|100,sun.kaishi.2,DeepStack 
f,,,,5d4sQd5h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,6c4d6s5s,-100|100,sun.kaishi.1,DeepStack 
f,,,,8s2c3cQs,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,5s7d9h9c,-100|100,sun.kaishi.2,DeepStack 
f,,,,5sKc8hJd,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,Js8hAd9h,-100|100,sun.kaishi.2,DeepStack 
f,,,,8s9c3s9s,50|-50,DeepStack,sun.kaishi.2 
k,k,cr200f,,9d5c6c3d5hJs3c5s,-100|100,sun.kaishi.2,DeepStack 
f,,,,Ac3h5d6s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,7cKh5h4h,-100|100,sun.kaishi.1,DeepStack 
f,,,,Qc8hQd4s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,ThJc5s7s,-100|100,sun.kaishi.1,DeepStack 
f,,,,8cTh9s6c,50|-50,DeepStack,sun.kaishi.2 
f,,,,3d8c4d2c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Th7h8d7c,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Kc4hQd3c,-100|100,sun.kaishi.1,DeepStack 
f,,,,ThKh6sAd,50|-50,DeepStack,sun.kaishi.2 
f,,,,Qs3s8s2h,50|-50,DeepStack,sun.kaishi.1 
cr300f,,,,QcAsQs3h,100|-100,sun.kaishi.2,DeepStack 
k,cr300f,,,7c4s5dJc2s3dJd,-100|100,sun.kaishi.1,DeepStack 
f,,,,5d4sKs2h,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,9c4dAs6s,-100|100,DeepStack,sun.kaishi.1 
f,,,,TdTs2d7h,50|-50,sun.kaishi.2,DeepStack 
f,,,,QsQd4h3d,50|-50,DeepStack,sun.kaishi.2 
k,k,k,k,7dTh2hQc7c4d9h5h8c,100|-100,sun.kaishi.1,DeepStack 
k,cr200c,k,k,Jc9dTd3s3d6sJd4sKc,200|-200,sun.kaishi.2,DeepStack 
r300r900c,r1800c,k,r5400f,AdJdQhKhAh4sTs9d3h,1800|-1800,DeepStack,sun.kaishi.1 
r300c,k,k,r1500f,ThQs9hAd6sQc5h6c2s,300|-300,DeepStack,sun.kaishi.2 
r300r900c,r2250r6750c,k,cr20000f,KhAc5h5dTcQd5s6d8d,-6750|6750,sun.kaishi.2,DeepStack 
k,k,k,k,Ts4cQc4hTh2c7s7dKs,100|-100,sun.kaishi.1,DeepStack 
f,,,,4c6h9h2h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,7c2s5c6s,-100|100,sun.kaishi.1,DeepStack 
f,,,,6sAc9d5s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Qh3c6hAc,-100|100,sun.kaishi.1,DeepStack 
r300r900f,,,,QsTs6sKs,300|-300,DeepStack,sun.kaishi.2 
f,,,,8h7dJd5h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,7cAsQc4d,-100|100,sun.kaishi.1,DeepStack 
r300c,r900c,r2700c,cr8100c,Td9d3d4dQd6d5dTs2d,-8100|8100,sun.kaishi.2,DeepStack 
f,,,,5cKc6s8c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,cr200f,4h5c2cTs8d5sJdTc5h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,4s6d6h6c,-100|100,DeepStack,sun.kaishi.2 
f,,,,JhKh4d6h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,8hKc8cAd,-100|100,sun.kaishi.1,DeepStack 
f,,,,7dTh4h9d,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,8cThAd6c,-100|100,sun.kaishi.1,DeepStack 
k,k,k,k,TdJd5h7h5s9sKsTh6h,100|-100,sun.kaishi.2,DeepStack 
f,,,,AsAc4s5h,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,Ts5dJc5h3h2h7h,-100|100,sun.kaishi.1,DeepStack 
f,,,,7d7s4hAs,50|-50,DeepStack,sun.kaishi.2 
f,,,,4h4c2h3c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Qs4sTs9d,-100|100,sun.kaishi.2,DeepStack 
r200f,,,,Qd7d4sAs,-100|100,sun.kaishi.1,DeepStack 
f,,,,9c5dTc2d,50|-50,DeepStack,sun.kaishi.2 
k,cr200f,,,2s3d4c9hAcAs9c,-100|100,sun.kaishi.2,DeepStack 
f,,,,Tc2dQh3c,50|-50,DeepStack,sun.kaishi.1 
r300r900c,r2250f,,,QcAsJh9c6d8d3c,900|-900,sun.kaishi.1,DeepStack 
f,,,,5sKhKs5h,50|-50,DeepStack,sun.kaishi.2 
k,k,r300c,r20000c,Js2h7c7h2cJc2dAd7s,-20000|20000,sun.kaishi.2,DeepStack 
r300c,k,k,r900f,KdJh5cQcAd9sAcTsJc,300|-300,DeepStack,sun.kaishi.1 
f,,,,8s8c5d6h,50|-50,DeepStack,sun.kaishi.2 
k,r300c,r900c,cr20000f,5c2hQh8h2c2sKhJhJc,-900|900,sun.kaishi.2,DeepStack 
r300f,,,,As6c9c8c,-100|100,sun.kaishi.1,DeepStack 
f,,,,QsKc2hAs,50|-50,DeepStack,sun.kaishi.1 
r200c,r600c,r1800c,r5400f,JhKd6sQhQd8d7d6cTd,1800|-1800,sun.kaishi.1,DeepStack 
r300c,k,k,k,JdAcKdTc9d9s5c6d6c,300|-300,DeepStack,sun.kaishi.2 
f,,,,5c8s6d9c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,3c7sQdTs,-100|100,sun.kaishi.2,DeepStack 
f,,,,As2h9dAh,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,7s4h6sJd,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2hAd7cTc,-100|100,sun.kaishi.2,DeepStack 
f,,,,6cQc7s4c,50|-50,DeepStack,sun.kaishi.2 
k,k,k,k,Ah5c5sJhAcKs6c9c2h,100|-100,sun.kaishi.2,DeepStack 
r250c,cr625c,cr1875f,,8d3dKcTcKd8cKhAs,-625|625,DeepStack,sun.kaishi.1 
f,,,,Js2hTd5c,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,2sQcAc3c,-100|100,sun.kaishi.1,DeepStack 
r200f,,,,Qs2c7d8d,-100|100,sun.kaishi.2,DeepStack 
f,,,,Kc7c4cJh,50|-50,DeepStack,sun.kaishi.2 
f,,,,Jh3d8s9c,50|-50,DeepStack,sun.kaishi.1 
k,cr200c,k,k,5s6sAdJsQcKs2s9c5c,200|-200,sun.kaishi.2,DeepStack 
k,cr200f,,,4h8sTd4sKhQc7d,-100|100,sun.kaishi.1,DeepStack 
f,,,,4cQdTd4d,50|-50,DeepStack,sun.kaishi.1 
f,,,,3h9s7h5s,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,Js8d8sKd,-100|100,sun.kaishi.1,DeepStack 
k,cr200c,cr400c,k,8hKh4hJd7s6c5c8dTc,-400|400,sun.kaishi.2,DeepStack 
f,,,,2sJs5dQd,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,6s5d9dAd,-100|100,sun.kaishi.1,DeepStack 
f,,,,Kd7c4c5s,50|-50,DeepStack,sun.kaishi.1 
f,,,,8dTd3c2s,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,Kd6c9sAd,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Qc7s2cKh,-100|100,sun.kaishi.1,DeepStack 
f,,,,9h8hAh4c,50|-50,DeepStack,sun.kaishi.2 
r300r900r2700c,r6750c,r20000f,,AsJcKsKdAd5cJh6h,6750|-6750,sun.kaishi.2,DeepStack 
f,,,,5sQcKd7d,50|-50,DeepStack,sun.kaishi.1 
f,,,,2s6s2d9c,50|-50,sun.kaishi.1,DeepStack 
f,,,,8sKs3d7c,50|-50,DeepStack,sun.kaishi.1 
f,,,,7cQh5c4h,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,5dThAdQh,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,8d5hTdQh,-100|100,sun.kaishi.2,DeepStack 
r300r900c,k,k,r1800f,9h7hAd4d7s4sQs7c2d,900|-900,DeepStack,sun.kaishi.1 
f,,,,KdQd7sKh,50|-50,DeepStack,sun.kaishi.2 
r300r900c,k,k,k,AdKhTd9sJhJc2d3cQd,900|-900,sun.kaishi.2,DeepStack 
f,,,,4c5s9s3c,50|-50,DeepStack,sun.kaishi.2 
cr300f,,,,AsAc2sQd,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,8sJd3d3s,-100|100,sun.kaishi.2,DeepStack 
f,,,,Td4c8hKh,50|-50,DeepStack,sun.kaishi.1 
f,,,,JcTs9cQs,50|-50,DeepStack,sun.kaishi.2 
f,,,,Qs4d9h3s,50|-50,sun.kaishi.1,DeepStack 
r200f,,,,Qd4h5c5s,-100|100,sun.kaishi.2,DeepStack 
f,,,,4d8h5cKs,50|-50,DeepStack,sun.kaishi.1 
f,,,,4hQc5c8c,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,8dQs5d8s,-100|100,sun.kaishi.1,DeepStack 
r200f,,,,Jh7c3c5s,-100|100,sun.kaishi.2,DeepStack 
r300r900f,,,,5h5cTdKs,300|-300,DeepStack,sun.kaishi.2 
r300f,,,,4c7sJsAs,-100|100,DeepStack,sun.kaishi.1 
k,k,k,k,5h3dQdJh5sKsAd2s8d,100|-100,sun.kaishi.2,DeepStack 
k,k,k,k,2sQd2hQc7s7c3sTd6c,0|0,sun.kaishi.1,DeepStack 
f,,,,Qh6s5h9c,50|-50,DeepStack,sun.kaishi.2 
f,,,,KhJc3h7s,50|-50,sun.kaishi.2,DeepStack 
f,,,,Ad7c9s5s,50|-50,DeepStack,sun.kaishi.1 
f,,,,4sQc7s4c,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,9c6d3dKs,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,4c7hTh6h,-100|100,sun.kaishi.1,DeepStack 
f,,,,Td2s9cAs,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,2d6c7d9d,-100|100,DeepStack,sun.kaishi.1 
f,,,,8hQd7s3c,50|-50,sun.kaishi.2,DeepStack 
f,,,,6d5c6h7d,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,5hTs2s6s,-100|100,sun.kaishi.1,DeepStack 
r200r600c,k,k,cr1200f,Ad9dTdKhThQc7cQdJh,-600|600,sun.kaishi.2,DeepStack 
f,,,,6cTh4hAd,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,3hKhKd8s,-100|100,sun.kaishi.1,DeepStack 
f,,,,Jh4s9d4d,50|-50,DeepStack,sun.kaishi.1 
f,,,,8c7cJd8d,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,3c9h3hQh,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Jh5s5d3c,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Qh4cAcKc,-100|100,DeepStack,sun.kaishi.2 
r300r900c,cr2700f,,,JhKcQh9h3sAd3d,-900|900,DeepStack,sun.kaishi.1 
r300f,,,,6dJs6h2h,-100|100,sun.kaishi.2,DeepStack 
f,,,,AsQs6dQc,50|-50,DeepStack,sun.kaishi.2 
k,r250f,,,TcQd3c6sJh7c8s,100|-100,sun.kaishi.2,DeepStack 
r300f,,,,Qs9h4s7d,-100|100,sun.kaishi.1,DeepStack 
f,,,,Kc3h4d6h,50|-50,DeepStack,sun.kaishi.2 
f,,,,5h9d4sJh,50|-50,DeepStack,sun.kaishi.1 
k,k,k,cr200f,7h9sTd2hQhTh4s7dQc,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,5s2cJh2h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Qd2s9hJh,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,Tc7dJdKc,-100|100,sun.kaishi.1,DeepStack 
f,,,,7c3h8dKc,50|-50,DeepStack,sun.kaishi.2 
k,k,cr200f,,4sKhTs2h6hJcAh7d,-100|100,sun.kaishi.2,DeepStack 
f,,,,5d6h9s4c,50|-50,DeepStack,sun.kaishi.1 
k,r250f,,,8cKc9cAd3d6c8s,100|-100,sun.kaishi.1,DeepStack 
f,,,,7hJh2dQs,50|-50,DeepStack,sun.kaishi.2 
f,,,,3sJs8s5s,50|-50,DeepStack,sun.kaishi.1 
r200r600c,r1800c,r5400f,,KhAd9h6h6cAhJd3s,1800|-1800,sun.kaishi.2,DeepStack 
k,k,k,cr300f,Qc6d3cJh2c8sAs3sJs,-100|100,sun.kaishi.1,DeepStack 
f,,,,Tc5d3s8s,50|-50,DeepStack,sun.kaishi.2 
k,k,k,cr300f,2s6d8h4dTh3s7cKs3h,-100|100,sun.kaishi.2,DeepStack 
f,,,,Jc3h3s4s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Jh2hJs8c,-100|100,sun.kaishi.1,DeepStack 
f,,,,QdTcTd2h,50|-50,DeepStack,sun.kaishi.2 
f,,,,TcQsJd4c,50|-50,DeepStack,sun.kaishi.1 
k,r300f,,,Js5d8c5hJdTdTh,100|-100,sun.kaishi.2,DeepStack 
f,,,,5sTh2s5h,50|-50,sun.kaishi.1,DeepStack 
f,,,,Ad8h9dTs,50|-50,DeepStack,sun.kaishi.1 
f,,,,7dQs4d7s,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,8h3hAhKh,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Kh3dAcTc,-100|100,sun.kaishi.2,DeepStack 
f,,,,5dKc8h6h,50|-50,DeepStack,sun.kaishi.2 
f,,,,Ad5s5hKc,50|-50,DeepStack,sun.kaishi.1 
r300c,r750c,r1875c,cr5625f,Ah8h3sQsKdKsAs8sTd,-1875|1875,sun.kaishi.2,DeepStack 
k,cr300f,,,JcQsJd7s6h2c7h,-100|100,sun.kaishi.1,DeepStack 
r300c,k,cr900f,,Kd7cKcJs8hQc4dTd,-300|300,DeepStack,sun.kaishi.2 
f,,,,Ks8cTc3h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Qc3s6c5c,-100|100,sun.kaishi.1,DeepStack 
f,,,,Jc6s4h7h,50|-50,DeepStack,sun.kaishi.1 
k,r250c,r625f,,TsJs3h5sKh8d4sTc,250|-250,sun.kaishi.2,DeepStack 
r300f,,,,2h3cQsQh,-100|100,sun.kaishi.1,DeepStack 
f,,,,Tc6c8hJc,50|-50,DeepStack,sun.kaishi.2 
f,,,,Kh3d9d8s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,4d9s6sQc,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,7c2sKcTh,-100|100,sun.kaishi.1,DeepStack 
f,,,,6dKdJd5c,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,9hKd6s7d,-100|100,sun.kaishi.2,DeepStack 
r300c,k,cr900c,k,9h7cKhAh3c3d9dKd5d,-900|900,DeepStack,sun.kaishi.1 
f,,,,Kh8d9d4c,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,2h7hQd5c,-100|100,sun.kaishi.2,DeepStack 
f,,,,Jh5c9c6d,50|-50,DeepStack,sun.kaishi.2 
f,,,,3c8h9h2s,50|-50,sun.kaishi.2,DeepStack 
f,,,,Jc6h3c7d,50|-50,DeepStack,sun.kaishi.2 
r200r600c,r1500c,r3750f,,AcQs5d6dQh5s2dKs,1500|-1500,sun.kaishi.1,DeepStack 
r300c,cr600f,,,QsTs2sAhAc6s6d,-300|300,sun.kaishi.2,DeepStack 
r250r750c,r2250c,cr6750f,,TcJd9d8d2c4h9c2h,-2250|2250,DeepStack,sun.kaishi.2 
f,,,,9cAhTc8c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,6hTc5cAc,-100|100,sun.kaishi.1,DeepStack 
f,,,,6d2sJh7c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Qd6hAsJh,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Jh6s4c6h,-100|100,sun.kaishi.1,DeepStack 
f,,,,8hJd8sQh,50|-50,DeepStack,sun.kaishi.2 
r300c,k,k,k,8h9hKs5h7d2d4dAsQc,-300|300,sun.kaishi.2,DeepStack 
f,,,,5h4c6sAc,50|-50,DeepStack,sun.kaishi.1 
f,,,,8s8c6d7d,50|-50,DeepStack,sun.kaishi.2 
f,,,,8c3d3c2s,50|-50,sun.kaishi.1,DeepStack 
f,,,,9hTd5h6d,50|-50,DeepStack,sun.kaishi.1 
k,k,cr300c,r900f,5s9s4h8d9hAhTsQs3s,300|-300,sun.kaishi.2,DeepStack 
r300r900c,r2700f,,,AdKd3hJh4sAcQd,900|-900,sun.kaishi.1,DeepStack 
r300f,,,,5dTcAhKh,-100|100,DeepStack,sun.kaishi.1 
f,,,,4d9d4c7c,50|-50,DeepStack,sun.kaishi.2 
k,k,k,k,Jh8hKc3c6d6s9s2s2c,-100|100,sun.kaishi.1,DeepStack 
r300c,cr900f,,,As2sAhQh9hThJs,-300|300,sun.kaishi.2,DeepStack 
f,,,,Ks7h4dJd,50|-50,DeepStack,sun.kaishi.2 
r300c,cr600f,,,JcKsJs4s3s6dQc,-300|300,sun.kaishi.2,DeepStack 
f,,,,5hThAh4c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,2cTs8h6s,-100|100,sun.kaishi.1,DeepStack 
f,,,,Kd5hTd2s,50|-50,DeepStack,sun.kaishi.2 
f,,,,KdQh5cJh,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,2c5c5s3c,-100|100,sun.kaishi.2,DeepStack 
r200f,,,,4dQh8dQs,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Qs7hAdJd,-100|100,DeepStack,sun.kaishi.2 
k,r300c,r750f,,Ks4s4c6s5s8h8sTh,300|-300,sun.kaishi.2,DeepStack 
cr300c,r600f,,,Qc7cKcQd6c5dTc,300|-300,DeepStack,sun.kaishi.1 
f,,,,QhKd6d2h,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,8hKdJd9c,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Qd3d5sAs,-100|100,sun.kaishi.2,DeepStack 
f,,,,6dQh4cAs,50|-50,DeepStack,sun.kaishi.2 
f,,,,3sJc5hTh,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Jc7h3c6c,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,9cTd7s5d,-100|100,sun.kaishi.1,DeepStack 
f,,,,KcKs7c3c,50|-50,DeepStack,sun.kaishi.2 
f,,,,Jh5h6h2d,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,5d4cTc9c,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,5h3d6s9s,-100|100,sun.kaishi.1,DeepStack 
f,,,,Ts9dAs6d,50|-50,DeepStack,sun.kaishi.2 
f,,,,4cThQh7d,50|-50,DeepStack,sun.kaishi.1 
k,r250c,r625f,,KsJh7h5s4cThKdJs,250|-250,sun.kaishi.2,DeepStack 
r300f,,,,7d3cQdJs,-100|100,sun.kaishi.1,DeepStack 
f,,,,KdAh6cKc,50|-50,DeepStack,sun.kaishi.1 
f,,,,8s8d4sJd,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,8h5h9c8c,-100|100,sun.kaishi.2,DeepStack 
r300c,cr600c,cr1800f,,5d5s5cAd2sKs6dJh,-600|600,sun.kaishi.1,DeepStack 
f,,,,6s5s8hJh,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,Ks2h8dJc,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Kc2h7s8s,-100|100,DeepStack,sun.kaishi.2 
f,,,,AcJs4c9s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,8cKhJs2s,-100|100,sun.kaishi.2,DeepStack 
f,,,,9h7c2sJd,50|-50,DeepStack,sun.kaishi.2 
r300r750c,k,k,cr20000c,7s7c9s4sQdJcAcKsTh,0|0,sun.kaishi.1,DeepStack 
k,cr200f,,,Qs7cAd8h2s5d5c,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Qs6dKhQd,-100|100,DeepStack,sun.kaishi.2 
f,,,,3hTs8sJs,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,8h4s6d6h,-100|100,sun.kaishi.2,DeepStack 
k,k,r250c,cr750f,Qh8s3s5h3h6s9c7d4s,-250|250,sun.kaishi.1,DeepStack 
f,,,,Qs7s2s3d,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,7s4s3dTd,-100|100,sun.kaishi.2,DeepStack 
f,,,,Kd9cKc9d,50|-50,DeepStack,sun.kaishi.2 
cr300r900c,k,k,cr2700f,5d5c5sAh2h7sAs2d3h,-900|900,sun.kaishi.2,DeepStack 
f,,,,6c3d5cAs,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,6sKs7d4h8cJc2s,-100|100,sun.kaishi.1,DeepStack 
f,,,,6c6hTc8s,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,9s8cQs6d,-100|100,sun.kaishi.2,DeepStack 
r300r900f,,,,TdThKs9s,300|-300,DeepStack,sun.kaishi.1 
f,,,,Kc8cJd2h,50|-50,DeepStack,sun.kaishi.2 
k,k,k,cr300f,Qs3c4c7sJd5s7h9d7d,-100|100,sun.kaishi.2,DeepStack 
k,cr200f,,,As2cTs5h8cQs2h,-100|100,sun.kaishi.1,DeepStack 
f,,,,4d6c3sTd,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,3d8dQs9s,-100|100,sun.kaishi.2,DeepStack 
f,,,,4cAdKh9s,50|-50,DeepStack,sun.kaishi.1 
f,,,,8hJh9hAd,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,KhTd4h6s,-100|100,sun.kaishi.1,DeepStack 
k,cr300f,,,Qh7c4dTc9h3h4s,-100|100,sun.kaishi.2,DeepStack 
f,,,,4cKs2cJh,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,4s7hThKd2s2hQc8h6h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,6s5d8c8h,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,2dQc2hJh,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Qd3cAcJc,-100|100,DeepStack,sun.kaishi.2 
k,r300f,,,7h3cJh5s8c7s7c,100|-100,sun.kaishi.2,DeepStack 
f,,,,9c7h5s3d,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,8c9hJhQd,-100|100,sun.kaishi.1,DeepStack 
f,,,,7h4sAc9h,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,8c7d5d9d,-100|100,sun.kaishi.2,DeepStack 
f,,,,AsAh5s3s,50|-50,DeepStack,sun.kaishi.1 
f,,,,4h7s3c6d,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,Td6cAs5d,-100|100,sun.kaishi.1,DeepStack 
k,cr200f,,,ThQcAs8d2d8s9c,-100|100,sun.kaishi.2,DeepStack 
f,,,,QsTs5s3s,50|-50,DeepStack,sun.kaishi.1 
f,,,,3s4h9d7h,50|-50,DeepStack,sun.kaishi.2 
cr300f,,,,KsAhTs3h,100|-100,sun.kaishi.1,DeepStack 
k,k,r300f,,8h4dQh9s2sKh6s4c,100|-100,sun.kaishi.2,DeepStack 
r300f,,,,4d9hKsKc,-100|100,DeepStack,sun.kaishi.1 
f,,,,6s9d4c2s,50|-50,sun.kaishi.1,DeepStack 
f,,,,Ah4h9c7d,50|-50,DeepStack,sun.kaishi.1 
f,,,,4h7dQc7s,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,3c6sJs4s,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,6hKhKsAs,-100|100,sun.kaishi.2,DeepStack 
f,,,,9h3h9dAh,50|-50,DeepStack,sun.kaishi.2 
f,,,,7s2s6d2d,50|-50,DeepStack,sun.kaishi.1 
r200c,cr400f,,,TdKdKh7s4sJs3h,-200|200,sun.kaishi.2,DeepStack 
r300f,,,,8s9dQs3d,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750c,cr2250f,,Ac5d9dAdQc4sJhQd,-750|750,DeepStack,sun.kaishi.1 
r300f,,,,7c3sAcQd,-100|100,DeepStack,sun.kaishi.2 
k,cr300f,,,Jd6sJh3cAd5h4c,-100|100,sun.kaishi.2,DeepStack 
r200f,,,,Ks9c7c7h,-100|100,sun.kaishi.1,DeepStack 
f,,,,Qc3c7cQs,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,Ks9hAd9c,-100|100,sun.kaishi.2,DeepStack 
f,,,,Qc6sQh3d,50|-50,DeepStack,sun.kaishi.1 
f,,,,3d2c4sTd,50|-50,DeepStack,sun.kaishi.2 
f,,,,4h6s3s2c,50|-50,sun.kaishi.1,DeepStack 
r300f,,,,Qc6c6h6d,-100|100,sun.kaishi.2,DeepStack 
r300c,k,k,k,AhTcQcKc5d2s6c8sTh,300|-300,DeepStack,sun.kaishi.1 
f,,,,8c2h3hQd,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,7cTs4c6h,-100|100,sun.kaishi.2,DeepStack 
f,,,,6dQh4h7c,50|-50,DeepStack,sun.kaishi.2 
r300r900c,r2700f,,,JsQh9s8d3dThAh,900|-900,sun.kaishi.2,DeepStack 
r300f,,,,Js7h5d8c,-100|100,sun.kaishi.1,DeepStack 
f,,,,5h5dJc4h,50|-50,DeepStack,sun.kaishi.2 
f,,,,3c7cTs9h,50|-50,DeepStack,sun.kaishi.1 
k,cr300f,,,9d7c7hAs9h4sQs,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Qs2h7s4s,-100|100,sun.kaishi.1,DeepStack 
f,,,,8d4c5d2s,50|-50,DeepStack,sun.kaishi.1 
f,,,,2d4s3c8h,50|-50,sun.kaishi.1,DeepStack 
f,,,,8s7d2dTh,50|-50,DeepStack,sun.kaishi.2 
r300r900r2700c,cr8100f,,,TdJdAhKd8cAcTc,-2700|2700,DeepStack,sun.kaishi.1 
r300f,,,,4s7h5h3c,-100|100,sun.kaishi.2,DeepStack 
f,,,,3sAs3c8h,50|-50,DeepStack,sun.kaishi.2 
cr300f,,,,Ad7d6h3d,100|-100,sun.kaishi.2,DeepStack 
f,,,,6d7c2d9c,50|-50,sun.kaishi.1,DeepStack 
f,,,,9sAhQs2s,50|-50,DeepStack,sun.kaishi.2 
f,,,,6h3d8h5c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,5d7d2h5h,-100|100,sun.kaishi.2,DeepStack 
r300r900c,r2700f,,,AhAcTdKc6d3c5d,900|-900,sun.kaishi.1,DeepStack 
f,,,,9h2cTs5s,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,9s2c6d6h,-100|100,sun.kaishi.2,DeepStack 
f,,,,Jh3cJdTs,50|-50,DeepStack,sun.kaishi.1 
f,,,,JhKhAh3s,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,9h5dAdQd,-100|100,sun.kaishi.1,DeepStack 
r300r900c,k,k,k,Ah8h2c4c4sQd5cJd3h,-900|900,sun.kaishi.2,DeepStack 
r300f,,,,5s9c9sTs,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,7c3s7h5c,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2hKcThQh,-100|100,DeepStack,sun.kaishi.2 
