PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300r900c,r2250c,k,k,ThJsTdJdJhKc8hQdQs,0|0,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,cr1200c,k,9cKd8s8d6s7cTsKhAs,1200|-1200,DeepStack,lesnoy.dmitry.1 
k,cr200f,,,JcQd3hTs6s4s8h,-100|100,lesnoy.dmitry.1,DeepStack 
r250c,cr625f,,,9sAcAdJdQd6s5c,-250|250,DeepStack,lesnoy.dmitry.1 
r200f,,,,5h2cKd9d,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr600c,k,cr3000c,3cJhTdQc3s3h8hAhAs,3000|-3000,DeepStack,lesnoy.dmitry.1 
r300f,,,,7c4hKc9s,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,7d2s8d2h,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,r400c,k,cr1200f,6sQd4d5hKs8d6hTcJs,-400|400,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,cr800c,k,TsKdJsTc5s8sAcJd9c,-800|800,DeepStack,lesnoy.dmitry.1 
r200r500c,r1250f,,,Ah5sTd3d4h8d9s,500|-500,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,cr1250c,cr3750f,6cAs9sQhKcAdJhJcQd,-1250|1250,DeepStack,lesnoy.dmitry.1 
k,r200c,r500f,,Jd8c6d7cAh2c8d2s,200|-200,lesnoy.dmitry.1,DeepStack 
cr300r500r1000c,r2000f,,,Kh7h8d4d7sQcJc,1000|-1000,DeepStack,lesnoy.dmitry.1 
cr300r900r2250f,,,,6s8s2dQd,900|-900,lesnoy.dmitry.1,DeepStack 
r300c,k,cr750f,,9h4h8s9cTd6c3hAc,-300|300,DeepStack,lesnoy.dmitry.1 
r200r300c,r750c,r2250f,,3c6c4h4c2dKhAsJh,750|-750,lesnoy.dmitry.1,DeepStack 
r250c,cr500c,cr1250c,k,4hTh2c8hAd6cTcTsKh,1250|-1250,DeepStack,lesnoy.dmitry.1 
k,k,cr200r500f,,5d9sJc2sAd6dQd9d,200|-200,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,Qc3c2s7s4s9sAd,-200|200,DeepStack,lesnoy.dmitry.1 
r200r500c,r1000c,r3000f,,8s7sAh6cKs2dAc3s,1000|-1000,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,k,k,Ah8dKc6dTd3c7s3s3d,400|-400,DeepStack,lesnoy.dmitry.1 
k,r200c,cr400r1200f,,5hKcTh8c8d5cJh2h,400|-400,lesnoy.dmitry.1,DeepStack 
r400f,,,,Js3h7d6d,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,5hQs3sAh,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,7cTd2c3h,50|-50,DeepStack,lesnoy.dmitry.1 
r200f,,,,8h2d5h4h,-100|100,lesnoy.dmitry.1,DeepStack 
cr300r500c,cr1500f,,,9dQc9h2h6h5hAh,-500|500,DeepStack,lesnoy.dmitry.1 
r300c,r600c,r1800c,k,4hKhAhThTsJh5dQh7s,-1800|1800,lesnoy.dmitry.1,DeepStack 
r200f,,,,Td2hAs5d,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,r200c,r400c,5hTdTh3d3hAs4c2dTs,400|-400,lesnoy.dmitry.1,DeepStack 
r200f,,,,3d8h8sJc,-100|100,DeepStack,lesnoy.dmitry.1 
k,r200f,,,8dKsTh3d8cQc4c,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,cr600f,,,JhQd4hQs3s4s3d,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,7cJh9dAd,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600f,,,,ThTc2cKh,200|-200,DeepStack,lesnoy.dmitry.1 
k,r200r600r1000f,,,Jh8d2cAs5sTdTh,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,cr300r600c,cr1800f,,4sAdKdJh3d9d4c7s,-600|600,DeepStack,lesnoy.dmitry.1 
f,,,,Kd6c2h3d,50|-50,lesnoy.dmitry.1,DeepStack 
r200f,,,,2s6c9sJs,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,r250c,r625f,Ah8sTc5hKs8cKd9s2c,250|-250,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,r3600r6500c,k,8sTs8dTc2s3c8h7hAd,0|0,DeepStack,lesnoy.dmitry.1 
r200f,,,,2h7sQs9d,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,cr1000c,cr2500r5000f,Ah9s5c4s7hJh8h6s5d,2500|-2500,DeepStack,lesnoy.dmitry.1 
k,r200r600f,,,5dQs4d7h2h7c4s,-200|200,lesnoy.dmitry.1,DeepStack 
r200r600r1800c,r3600f,,,8c8s9s7d5c4sQs,1800|-1800,DeepStack,lesnoy.dmitry.1 
k,r250c,r500r1000r1500c,r4500c,3h5c9sJh3sJd5hTdKc,4500|-4500,lesnoy.dmitry.1,DeepStack 
r200r600c,k,cr1800f,,AdJsKh2s4d5c8h3c,-600|600,DeepStack,lesnoy.dmitry.1 
r200r300r900r1500c,r3750c,k,k,8dKd9h5hAcJh9s5dAh,-3750|3750,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,cr3600f,,Qh9h8s5dJs5cKd3c,-1200|1200,DeepStack,lesnoy.dmitry.1 
cr200c,r400f,,,JdJs2sTh7c8d3c,200|-200,lesnoy.dmitry.1,DeepStack 
r200r600r1800f,,,,8cTcAs8d,-600|600,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,QdQh9h3h,300|-300,lesnoy.dmitry.1,DeepStack 
r300c,cr600f,,,Qh3hThJs2cAs6s,-300|300,DeepStack,lesnoy.dmitry.1 
r300r750c,r1875f,,,8s8cJsAc9c7sKs,750|-750,lesnoy.dmitry.1,DeepStack 
r200f,,,,6h2c9h7d,-100|100,DeepStack,lesnoy.dmitry.1 
r300r500c,r1000c,r3000f,,Kd8s4s3d3sAdTh8c,1000|-1000,lesnoy.dmitry.1,DeepStack 
f,,,,2dQdTh6d,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,3c7cTs7h8d9hAh,-300|300,lesnoy.dmitry.1,DeepStack 
k,r200c,k,k,Qd8s4s5h4d4h7c7h7s,0|0,DeepStack,lesnoy.dmitry.1 
r300c,r750r1500f,,,6d7s3sJs4c2sKh,-750|750,lesnoy.dmitry.1,DeepStack 
f,,,,5s3hJh4c,50|-50,DeepStack,lesnoy.dmitry.1 
r200r600c,r1500r4500f,,,KsTc6c7c4dQsQh,-1500|1500,lesnoy.dmitry.1,DeepStack 
k,k,k,k,3dJd9s7dJcAs4c5d6c,100|-100,DeepStack,lesnoy.dmitry.1 
k,k,r300c,cr900f,Jh7s5d8dKc6s8h5sTc,-300|300,lesnoy.dmitry.1,DeepStack 
r200c,cr400f,,,2h5hQd8s6c9h8c,-200|200,DeepStack,lesnoy.dmitry.1 
r200f,,,,4sTc5c6d,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200f,,,6h4h3sKh5h6cJc,600|-600,DeepStack,lesnoy.dmitry.1 
r300f,,,,2s3c5d7d,-100|100,lesnoy.dmitry.1,DeepStack 
k,cr250f,,,4dQh4s3dKdKs9s,-100|100,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,AhKd4c9c,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,Kd9d2d3c,50|-50,DeepStack,lesnoy.dmitry.1 
k,cr200c,r500f,,3sQc7dAhKh9h2cTs,200|-200,lesnoy.dmitry.1,DeepStack 
f,,,,4hJc4c7h,50|-50,DeepStack,lesnoy.dmitry.1 
cr300f,,,,9h9sTd4h,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,4h5h5cJd,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,k,r600f,4d7c8sQh3dJd5d3h4c,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,JsKd3s8h,50|-50,DeepStack,lesnoy.dmitry.1 
k,r200f,,,QcJh2cTh8s8c8h,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,cr1000f,,TdAcJhKd2c6s4cKh,-400|400,DeepStack,lesnoy.dmitry.1 
k,r200f,,,As4s4h5sJhQd2c,100|-100,lesnoy.dmitry.1,DeepStack 
r200r600c,k,cr1500c,k,AdJdAcKs7d2h4h6d8h,-1500|1500,DeepStack,lesnoy.dmitry.1 
k,r200f,,,8dKd6dQh3c7c7s,100|-100,lesnoy.dmitry.1,DeepStack 
k,k,r200c,cr500c,4dAh7s9dQs7h7c8h4h,-500|500,DeepStack,lesnoy.dmitry.1 
k,cr300f,,,2h6hJd9c8cKs3d,-100|100,lesnoy.dmitry.1,DeepStack 
k,cr200f,,,4cJd9s5c3sTs3h,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,Ad8h8s2d,50|-50,lesnoy.dmitry.1,DeepStack 
r200c,cr400f,,,Qd2c6s8h8sAd8d,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,cr1500c,QhAcKdAh9dTd6cAd3s,-1500|1500,lesnoy.dmitry.1,DeepStack 
r200c,k,r600f,,2sAhJd7h9d4d5hKh,200|-200,DeepStack,lesnoy.dmitry.1 
r300f,,,,2s9c6hQh,-100|100,lesnoy.dmitry.1,DeepStack 
k,cr200c,k,r400f,Qc7d5h2d6d4d7c4cKc,200|-200,DeepStack,lesnoy.dmitry.1 
r300f,,,,9c3hTs9d,-100|100,lesnoy.dmitry.1,DeepStack 
r200f,,,,2s3d3cQc,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr400r600f,,,3d8cAs2h6c9c5h,400|-400,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500c,cr1250r3750f,9dQh5s4d8d2cJsTs2d,1250|-1250,DeepStack,lesnoy.dmitry.1 
r300f,,,,5s9dJdKd,-100|100,lesnoy.dmitry.1,DeepStack 
r250f,,,,4cQh7d9s,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,k,cr300c,9h2sTs5cQd3sAdTh5d,-300|300,lesnoy.dmitry.1,DeepStack 
r200r600c,k,cr1500f,,JsKc5h2h9hAc4h3s,-600|600,DeepStack,lesnoy.dmitry.1 
r300f,,,,Td6hJs9s,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,k,k,3c5cAsKdTh2c2h3sTd,1200|-1200,DeepStack,lesnoy.dmitry.1 
cr300r900f,,,,7hAdJhJd,-300|300,lesnoy.dmitry.1,DeepStack 
k,cr250c,cr625c,k,Qd8c8d6c8sJh7s3hAc,625|-625,DeepStack,lesnoy.dmitry.1 
r300c,k,r900c,cr1800f,5d2sKdThTs9h8s6cQc,-900|900,lesnoy.dmitry.1,DeepStack 
f,,,,AcKd5cJs,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,k,k,8s6d7hQs9d6cAcJdKs,300|-300,lesnoy.dmitry.1,DeepStack 
r200f,,,,2c8sQd2s,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,k,k,cr600f,9dJcKc6dAc4h5h8h2s,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,6s5d5s8h,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,cr800c,k,2d6hJs7d2cAd4dAc4s,-800|800,lesnoy.dmitry.1,DeepStack 
f,,,,7d2h3d6c,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,4c4h6cQs8sKd9s,-300|300,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,k,r1500c,Ks6sQd6d3cKc2h6c9d,1500|-1500,DeepStack,lesnoy.dmitry.1 
r300c,k,r750f,,8d6s6d7h8hQdJdKs,300|-300,lesnoy.dmitry.1,DeepStack 
r300c,cr600f,,,Qd6dThQc7c4cAs,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,k,cr600f,,Jh8d7s7hAhAd3s4s,-300|300,lesnoy.dmitry.1,DeepStack 
r300f,,,,Qh6d5c9c,-100|100,DeepStack,lesnoy.dmitry.1 
r300r900c,r2250r6750f,,,5h5dTh4h4dKdTs,-2250|2250,lesnoy.dmitry.1,DeepStack 
f,,,,3h9h2dJc,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,Tc5dJdKc,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr600c,k,k,7sKd5hQhAcAs8c4cJd,600|-600,DeepStack,lesnoy.dmitry.1 
k,cr300f,,,7h5dThQdJcAhKs,-100|100,lesnoy.dmitry.1,DeepStack 
r250c,cr750r2250f,,,2h7h2s6d7sKh4d,750|-750,DeepStack,lesnoy.dmitry.1 
k,k,k,r250c,5h2hQs3h7cKc8d7s3c,-250|250,lesnoy.dmitry.1,DeepStack 
r300c,k,r600c,r1200c,TdQcKc2s4s9s8dKd2d,-1200|1200,DeepStack,lesnoy.dmitry.1 
k,cr200r500c,r1250c,r3125f,9cThKs7s5hJcTs9dAc,1250|-1250,lesnoy.dmitry.1,DeepStack 
cr300c,cr600f,,,7d8sJcKhTcQdAc,-300|300,DeepStack,lesnoy.dmitry.1 
r300f,,,,8d2cKsKd,-100|100,lesnoy.dmitry.1,DeepStack 
r250f,,,,3h2dKh5h,-100|100,DeepStack,lesnoy.dmitry.1 
k,r250c,r500f,,3s4c4h3cKc9c3h8h,250|-250,lesnoy.dmitry.1,DeepStack 
r250r750c,k,r2250c,r4500r6750f,Ts7s6h8h5h4dAsJh4h,-4500|4500,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,k,r4500c,5dAs9d8h7c6s5c8s4s,-4500|4500,lesnoy.dmitry.1,DeepStack 
r250f,,,,8s4c7s5c,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,8sQs5s2c,50|-50,lesnoy.dmitry.1,DeepStack 
r250c,cr625f,,,3cAs5sKs6hKc7h,-250|250,DeepStack,lesnoy.dmitry.1 
r200c,r400f,,,6cAd9c8c5s2hQd,200|-200,lesnoy.dmitry.1,DeepStack 
r250c,cr564r1692c,k,k,8hQsAhTd8d9cKd4cAd,-1692|1692,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,k,cr1800c,9h7cJc9s9c2h6cQhAc,-1800|1800,lesnoy.dmitry.1,DeepStack 
r300c,cr600f,,,9c2cKsTs4s4h7d,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,k,r750r1500c,cr20000f,4dAc7dTcJc2sJh5sKs,-1500|1500,lesnoy.dmitry.1,DeepStack 
cr300c,r600c,r1800f,,6h8hQc7sKh4hAcJc,600|-600,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,r1875c,5d4h5hJs7hJd3sAh6s,1875|-1875,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,cr3600f,,QsAsKh9d4cTc5s3h,-1200|1200,DeepStack,lesnoy.dmitry.1 
r300c,k,k,r600c,6d8sAsTd5h9hKhJcQh,-600|600,lesnoy.dmitry.1,DeepStack 
k,cr250f,,,Th3cQd4hAs7h6c,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,k,r500c,k,8sKs4d4c8h8d6s7c2d,500|-500,lesnoy.dmitry.1,DeepStack 
k,cr250f,,,2d6h2s3sAh4s8s,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,r400r1200f,,,5dTs7dQs6h8cTh,-400|400,lesnoy.dmitry.1,DeepStack 
f,,,,Kd8c2c9d,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,3s9h3h2d,50|-50,lesnoy.dmitry.1,DeepStack 
k,cr200r400c,r1200r3600f,,Js9c2dTc2s3dTs8h,-1200|1200,DeepStack,lesnoy.dmitry.1 
r300c,k,r750f,,6d2s6cAdKh5s2h4h,300|-300,lesnoy.dmitry.1,DeepStack 
r300r900c,k,k,r2700f,KcTcAs5s9dKs6cQd4c,900|-900,DeepStack,lesnoy.dmitry.1 
k,cr300c,k,r900c,Ad2sQc7cTd7s6h9d8d,0|0,lesnoy.dmitry.1,DeepStack 
k,cr300c,k,cr900r4500f,2dJd3c6dKsQd5d9dTc,900|-900,DeepStack,lesnoy.dmitry.1 
r200c,cr600c,k,k,4c5cKc7c6h5hJs6sAc,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,3sQc9c2c4h6s4d,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,5hTd7d6d,-100|100,lesnoy.dmitry.1,DeepStack 
r250r750c,cr1875f,,,7s7d9d4d9cJdKd,-750|750,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,cr1800c,k,9sTd7c5cAs4c9d4sQh,1800|-1800,lesnoy.dmitry.1,DeepStack 
r200c,cr600c,k,r1200c,3sQs3h5d5cQdTs2c6h,1200|-1200,DeepStack,lesnoy.dmitry.1 
r300c,k,k,cr600c,6sJs7c7dTh6h9dTs3d,-600|600,lesnoy.dmitry.1,DeepStack 
r250f,,,,Th5c2dAd,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,k,cr1800f,Ad9s7c9dQhJcJd5cTs,-600|600,lesnoy.dmitry.1,DeepStack 
r300c,cr600f,,,TdQh4cAs7d2h7s,-300|300,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,JsJc3cQs,300|-300,lesnoy.dmitry.1,DeepStack 
k,cr200f,,,8d3dTd2h4sJc7d,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,3d9sQs8c,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,cr600c,k,k,7s6s9s6hTs3h3s2dKs,600|-600,DeepStack,lesnoy.dmitry.1 
f,,,,4s9d6c2d,50|-50,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200r1800c,cr3600c,k,6s6cKd4s4d3d8c8sAd,3600|-3600,DeepStack,lesnoy.dmitry.1 
r200c,r300c,k,r600f,2dTh7sKc4s9d4c8hTs,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,Ac2sTh4s,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,6dAs8h2d,50|-50,lesnoy.dmitry.1,DeepStack 
f,,,,5d2s5cTh,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,r600f,,TsJcKs7h8cQs8dTd,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,3h6h8h2d,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,r1875f,2c7cTs8s5h9cAcTcQh,750|-750,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,cr1250f,,JhQd6sKs3s9c2sKd,-500|500,DeepStack,lesnoy.dmitry.1 
k,r250f,,,Qc4hQd3c4cKs6s,100|-100,lesnoy.dmitry.1,DeepStack 
k,cr250c,r750f,,Th5hTc2s7h9cKh3s,250|-250,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,cr1800f,,7dTs4c7cKd5h6c2s,-600|600,lesnoy.dmitry.1,DeepStack 
r250f,,,,8h5d8d4d,-100|100,DeepStack,lesnoy.dmitry.1 
r200r600r1800c,cr5400c,k,r13500f,Ac4hTc9c2c5cQhQd6s,5400|-5400,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500f,,Jd7sKsKh7cQcAh9c,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,2sTcJdJs,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,k,r600f,,JcJs6h3d7d9sAhAc,300|-300,DeepStack,lesnoy.dmitry.1 
r300c,k,r900c,r2250c,8hJsJc7h9sTcKcQd2h,0|0,lesnoy.dmitry.1,DeepStack 
r250c,cr500c,k,k,Ah3d8cJs2h2sJh3sKs,-500|500,DeepStack,lesnoy.dmitry.1 
r200c,cr600c,k,r1200c,QhTs5c8c5sTcJhJc3d,1200|-1200,lesnoy.dmitry.1,DeepStack 
k,cr300c,k,r600c,Tc2h6s5d3sTh5s8dAs,600|-600,DeepStack,lesnoy.dmitry.1 
r200r600f,,,,8s8d2dTd,200|-200,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,k,k,AsJc8hQs6sTd2sAdKs,1200|-1200,DeepStack,lesnoy.dmitry.1 
r300f,,,,6c2hJh6s,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,2s4d9s2d,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,4sJd9c3s,50|-50,lesnoy.dmitry.1,DeepStack 
r200c,k,r400f,,Qs6s2c3d9hJs7s5d,200|-200,DeepStack,lesnoy.dmitry.1 
k,r250r500c,r1250c,r3125c,8s2dKsThJhKh8hJd5c,-3125|3125,lesnoy.dmitry.1,DeepStack 
r300c,k,k,k,Qh8s4cTc2s9hKsJs3h,300|-300,DeepStack,lesnoy.dmitry.1 
k,k,k,r250f,3d4h4cAs7cJsTc2c7s,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,Tc5h8d4c,50|-50,DeepStack,lesnoy.dmitry.1 
k,cr300c,k,k,Kc3c3s6h8dTh4h6sAc,-300|300,lesnoy.dmitry.1,DeepStack 
r300c,k,r600f,,5d4h2dAsJd4c5c6s,300|-300,DeepStack,lesnoy.dmitry.1 
r300c,k,k,k,QhTdKcQsAh8c3c8h6c,-300|300,lesnoy.dmitry.1,DeepStack 
k,k,cr250f,,Kc7h2s4h3sJd6dAc,-100|100,DeepStack,lesnoy.dmitry.1 
k,r250c,cr750c,cr20000f,Qc2h9sTh2c8d3dJdAd,-750|750,lesnoy.dmitry.1,DeepStack 
r250c,cr750f,,,5dAhTs8s6cTh4d,-250|250,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,cr1800f,,8cAc6h7dTd8dQs4d,-900|900,lesnoy.dmitry.1,DeepStack 
r300f,,,,Ts3hJcAs,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,r750r1500c,k,r4500f,2c3c7sJc5h4cJs4hAd,1500|-1500,lesnoy.dmitry.1,DeepStack 
r250f,,,,4c2s3sAc,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,r400c,r1000f,,Ts6h7s3sAd2c9s6d,400|-400,lesnoy.dmitry.1,DeepStack 
f,,,,AdAc9c2s,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,6sQs8c2d,50|-50,lesnoy.dmitry.1,DeepStack 
r200f,,,,2s6hAhAd,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr200c,k,k,7s6cTcJsKc4s2c2d9s,-200|200,lesnoy.dmitry.1,DeepStack 
k,cr200f,,,9h5sJh6s7dTsAc,-100|100,DeepStack,lesnoy.dmitry.1 
k,r250r750f,,,4d9sKc2c4cQcTd,-250|250,lesnoy.dmitry.1,DeepStack 
k,k,cr250c,k,6dKh4hQd7s3h7c8dKc,250|-250,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,k,k,3dQd6sTs6hKd4sJd8h,-600|600,lesnoy.dmitry.1,DeepStack 
k,k,k,k,Th2d8d5hAs6sKsQh4d,100|-100,DeepStack,lesnoy.dmitry.1 
r300c,k,cr900f,,2dAs7hKc4d6cJcKs,-300|300,lesnoy.dmitry.1,DeepStack 
r300f,,,,7cJdKsAh,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,k,3s3h7sThJh7d6sQc4c,-750|750,lesnoy.dmitry.1,DeepStack 
r300c,k,cr900f,,Js8dThJc9d4c3sKc,-300|300,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,k,k,Js5s6s5h5d7dThKh4h,400|-400,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,6s7c7s9dKsQcJh,-200|200,DeepStack,lesnoy.dmitry.1 
r200c,k,r400f,,3hQh5s7d9s6cAcKh,200|-200,lesnoy.dmitry.1,DeepStack 
f,,,,2hKs3s8c,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,r600c,k,Qs5c2hAs6cKsQd6h3d,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,Jh2c3d4s,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,2s8sQh4d,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,Jd7c3hQs,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,2sTh4hTc,-100|100,lesnoy.dmitry.1,DeepStack 
r200f,,,,4h9dThJh,-100|100,DeepStack,lesnoy.dmitry.1 
r300r750c,k,r2250f,,Js4s7c9d2dQh4d8h,750|-750,lesnoy.dmitry.1,DeepStack 
r200f,,,,6s2cTsKc,-100|100,DeepStack,lesnoy.dmitry.1 
r300r800c,r2000f,,,Ac5h8sKsQc5dJs,800|-800,lesnoy.dmitry.1,DeepStack 
r200c,r400r800c,k,r4000f,Tc9d7c9cJs7h3c3s5d,800|-800,DeepStack,lesnoy.dmitry.1 
k,r200f,,,3d9c3hTd6sAc6d,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,cr1150c,3s5d6cJc5h4cAcQsTh,1150|-1150,DeepStack,lesnoy.dmitry.1 
cr200c,k,r550c,cr1650c,7h7sTc3s8c9hKc6c2d,1650|-1650,lesnoy.dmitry.1,DeepStack 
r200c,k,k,k,3h9hQc7cTd2s8dAh3d,200|-200,DeepStack,lesnoy.dmitry.1 
r200f,,,,6s9c6h8d,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,r1000f,,7hTd7cQh8c9h5d9c,500|-500,DeepStack,lesnoy.dmitry.1 
